epoch,train_loss,val_loss,test_loss,train_prec1,val_prec1,test_prec1,train_prec5,val_prec5,test_prec5,best_val_epoch,best_prec1_val,best_test_epoch,best_prec1_test
67,"tensor(0.2568, device='cuda:0')","tensor(0.4343, device='cuda:0')","tensor(0.4247, device='cuda:0')","tensor(91.1244, device='cuda:0')","tensor(85.8600, device='cuda:0')","tensor(85.9200, device='cuda:0')","tensor(99.8578, device='cuda:0')","tensor(99.4000, device='cuda:0')","tensor(99.3900, device='cuda:0')",65,"tensor(87.4800, device='cuda:0')",65,"tensor(87.1100, device='cuda:0')"
68,"tensor(0.2484, device='cuda:0')","tensor(0.4324, device='cuda:0')","tensor(0.4405, device='cuda:0')","tensor(91.3822, device='cuda:0')","tensor(85.7400, device='cuda:0')","tensor(85.7000, device='cuda:0')","tensor(99.8689, device='cuda:0')","tensor(99.4000, device='cuda:0')","tensor(99.2700, device='cuda:0')",65,"tensor(87.4800, device='cuda:0')",65,"tensor(87.1100, device='cuda:0')"
69,"tensor(0.2447, device='cuda:0')","tensor(0.4037, device='cuda:0')","tensor(0.4092, device='cuda:0')","tensor(91.6578, device='cuda:0')","tensor(86.5000, device='cuda:0')","tensor(86.7400, device='cuda:0')","tensor(99.8511, device='cuda:0')","tensor(99.6000, device='cuda:0')","tensor(99.4400, device='cuda:0')",65,"tensor(87.4800, device='cuda:0')",65,"tensor(87.1100, device='cuda:0')"
70,"tensor(0.2377, device='cuda:0')","tensor(0.3788, device='cuda:0')","tensor(0.4020, device='cuda:0')","tensor(91.8800, device='cuda:0')","tensor(87.0200, device='cuda:0')","tensor(86.9900, device='cuda:0')","tensor(99.8467, device='cuda:0')","tensor(99.6600, device='cuda:0')","tensor(99.5300, device='cuda:0')",65,"tensor(87.4800, device='cuda:0')",65,"tensor(87.1100, device='cuda:0')"
71,"tensor(0.2297, device='cuda:0')","tensor(0.3887, device='cuda:0')","tensor(0.4152, device='cuda:0')","tensor(92.1267, device='cuda:0')","tensor(87.9800, device='cuda:0')","tensor(86.6700, device='cuda:0')","tensor(99.8933, device='cuda:0')","tensor(99.5400, device='cuda:0')","tensor(99.4800, device='cuda:0')",71,"tensor(87.9800, device='cuda:0')",65,"tensor(87.1100, device='cuda:0')"
72,"tensor(0.2316, device='cuda:0')","tensor(0.3885, device='cuda:0')","tensor(0.4126, device='cuda:0')","tensor(92.0956, device='cuda:0')","tensor(87.8800, device='cuda:0')","tensor(86.6200, device='cuda:0')","tensor(99.8511, device='cuda:0')","tensor(99.6200, device='cuda:0')","tensor(99.4900, device='cuda:0')",71,"tensor(87.9800, device='cuda:0')",65,"tensor(87.1100, device='cuda:0')"
73,"tensor(0.2228, device='cuda:0')","tensor(0.3950, device='cuda:0')","tensor(0.3880, device='cuda:0')","tensor(92.3578, device='cuda:0')","tensor(87.8200, device='cuda:0')","tensor(87.7800, device='cuda:0')","tensor(99.8622, device='cuda:0')","tensor(99.6200, device='cuda:0')","tensor(99.4500, device='cuda:0')",71,"tensor(87.9800, device='cuda:0')",73,"tensor(87.7800, device='cuda:0')"
74,"tensor(0.2171, device='cuda:0')","tensor(0.3652, device='cuda:0')","tensor(0.3760, device='cuda:0')","tensor(92.5489, device='cuda:0')","tensor(88.1200, device='cuda:0')","tensor(87.5900, device='cuda:0')","tensor(99.8933, device='cuda:0')","tensor(99.5400, device='cuda:0')","tensor(99.5500, device='cuda:0')",74,"tensor(88.1200, device='cuda:0')",73,"tensor(87.7800, device='cuda:0')"
75,"tensor(0.2102, device='cuda:0')","tensor(0.3590, device='cuda:0')","tensor(0.3757, device='cuda:0')","tensor(92.7444, device='cuda:0')","tensor(88.6400, device='cuda:0')","tensor(87.8700, device='cuda:0')","tensor(99.8889, device='cuda:0')","tensor(99.6200, device='cuda:0')","tensor(99.5900, device='cuda:0')",75,"tensor(88.6400, device='cuda:0')",75,"tensor(87.8700, device='cuda:0')"
76,"tensor(0.2026, device='cuda:0')","tensor(0.3779, device='cuda:0')","tensor(0.3881, device='cuda:0')","tensor(93.1111, device='cuda:0')","tensor(88.3600, device='cuda:0')","tensor(87.5100, device='cuda:0')","tensor(99.9089, device='cuda:0')","tensor(99.4800, device='cuda:0')","tensor(99.6000, device='cuda:0')",75,"tensor(88.6400, device='cuda:0')",75,"tensor(87.8700, device='cuda:0')"
77,"tensor(0.1994, device='cuda:0')","tensor(0.3594, device='cuda:0')","tensor(0.3653, device='cuda:0')","tensor(93.2222, device='cuda:0')","tensor(88.6400, device='cuda:0')","tensor(88.3200, device='cuda:0')","tensor(99.9111, device='cuda:0')","tensor(99.6600, device='cuda:0')","tensor(99.5900, device='cuda:0')",75,"tensor(88.6400, device='cuda:0')",77,"tensor(88.3200, device='cuda:0')"
78,"tensor(0.1921, device='cuda:0')","tensor(0.3613, device='cuda:0')","tensor(0.3841, device='cuda:0')","tensor(93.3244, device='cuda:0')","tensor(88.1600, device='cuda:0')","tensor(87.2900, device='cuda:0')","tensor(99.9311, device='cuda:0')","tensor(99.6200, device='cuda:0')","tensor(99.5300, device='cuda:0')",75,"tensor(88.6400, device='cuda:0')",77,"tensor(88.3200, device='cuda:0')"
79,"tensor(0.1878, device='cuda:0')","tensor(0.3966, device='cuda:0')","tensor(0.3902, device='cuda:0')","tensor(93.6511, device='cuda:0')","tensor(87.8800, device='cuda:0')","tensor(87.3900, device='cuda:0')","tensor(99.9289, device='cuda:0')","tensor(99.4400, device='cuda:0')","tensor(99.4400, device='cuda:0')",75,"tensor(88.6400, device='cuda:0')",77,"tensor(88.3200, device='cuda:0')"
